"station"	"date"	"layer"	"chla..Data.values"	"chla..Data.value2"	"chla.remark.codes"	"chla.value.codes"	"chla.reporting.level"	"chla.reporting.method"	"chla.reporting.units"	"chla.analyte.method"	"chla.analyte.name"	"chla.unique.code"
"CB5.1"	2002-02-13	"B"	  5.2330000	  5.2330000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-02-13	"S"	  5.6820000	  5.6820000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-03-11	"B"	  2.6910000	  2.6910000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-03-11	"S"	  3.2890000	  3.2890000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-08	"B"	  4.1120000	  4.1120000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-08	"S"	  4.4860000	  4.4860000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-22	"B"	  2.0930000	  2.0930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-22	"S"	  6.5790000	  6.5790000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-06	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-06	"S"	  5.0460000	  5.0460000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-20	"B"	  1.3080000	  1.3080000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-20	"S"	  5.9810000	  5.9810000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-06-17	"B"	  0.9970000	  0.9970000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-06-17	"S"	  7.3100000	  7.3100000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-15	"B"	  0.7480000	  0.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-15	"S"	  6.7280000	  6.7280000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-29	"B"	  0.4980000	  0.4980000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-29	"S"	  5.8150000	  5.8150000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-12	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-12	"S"	  4.6720000	  4.6720000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-26	"B"	  1.3080000	  1.3080000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-26	"S"	  5.2330000	  5.2330000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-09-16	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-09-16	"S"	  6.9150000	  6.9150000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-10-15	"B"	  2.4920000	  2.4920000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-10-15	"S"	  4.1530000	  4.1530000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-11-12	"B"	  2.3920000	  2.3920000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-11-12	"S"	 14.0550000	 14.0550000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-12-10	"B"	  8.2240000	  8.2240000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-12-10	"S"	 10.3170000	 10.3170000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-01-14	"B"	  9.2700000	  9.2700000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-01-14	"S"	  8.9710000	  8.9710000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-02-10	"B"	 11.9620000	 11.9620000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-02-10	"S"	  4.5920000	  4.5920000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-03-10	"B"	 26.6150000	 26.6150000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-03-10	"S"	  7.6630000	  7.6630000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-08	"B"	 39.3740000	 39.3740000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-08	"S"	 12.3350000	 12.3350000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-21	"B"	 51.3350000	 51.3350000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-21	"S"	 40.6690000	 40.6690000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-05	"B"	 41.8660000	 41.8660000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-05	"S"	 22.0540000	 22.0540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-19	"B"	  8.9710000	  8.9710000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-19	"S"	 26.5400000	 26.5400000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-06-16	"B"	  1.9220000	  1.9220000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-06-16	"S"	 11.3210000	 11.3210000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-07	"B"	  0.6650000	  0.6650000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-07	"S"	 15.5500000	 15.5500000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-21	"B"	  2.4300000	  2.4300000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-21	"S"	 13.2080000	 13.2080000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-04	"B"	  0.7480000	  0.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-04	"S"	 39.8100000	 39.8100000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-18	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-18	"S"	  8.4100000	  8.4100000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-15	"B"	  2.0930000	  2.0930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-15	"S"	 36.8190000	 36.8190000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-24	"B"	  1.7940000	  1.7940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-24	"S"	 14.5780000	 14.5780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-10-06	"B"	  2.0930000	  2.0930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-10-06	"S"	  6.8780000	  6.8780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-11-17	"B"	  4.8590000	  4.8590000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-11-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-12-16	"B"	 32.8940000	 32.8940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-12-16	"S"	 14.3540000	 14.3540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-01-13	"B"	 18.3910000	 18.3910000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-01-13	"S"	 11.3640000	 11.3640000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-02-17	"B"	 19.1390000	 19.1390000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-02-17	"S"	  5.2330000	  5.2330000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-03-15	"B"	 10.8400000	 10.8400000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-03-15	"S"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-12	"B"	  8.5970000	  8.5970000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-12	"S"	  7.4760000	  7.4760000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-26	"B"	  6.7280000	  6.7280000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-26	"S"	  5.2330000	  5.2330000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-10	"B"	 10.7650000	 10.7650000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-10	"S"	 14.0180000	 14.0180000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-24	"B"	  8.2240000	  8.2240000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-24	"S"	 13.0830000	 13.0830000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-07	"B"	  3.2890000	  3.2890000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-07	"S"	  6.8780000	  6.8780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-22	"B"	  4.1870000	  4.1870000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-22	"S"	 20.0360000	 20.0360000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-06	"B"	  2.0930000	  2.0930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-06	"S"	  8.6720000	  8.6720000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-19	"B"	  1.1630000	  1.1630000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-19	"S"	  9.3030000	  9.3030000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-09	"B"	  1.3290000	  1.3290000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-09	"S"	 10.0390000	 10.0390000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-23	"B"	  1.2820000	  1.2820000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-23	"S"	 26.4150000	 26.4150000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-09-20	"B"	  2.4300000	  2.4300000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-09-20	"S"	  5.9810000	  5.9810000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-10-13	"B"	  1.7940000	  1.7940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-10-13	"S"	 10.8400000	 10.8400000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-11-09	"B"	  2.8030000	  2.8030000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-11-09	"S"	  8.9710000	  8.9710000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-12-06	"B"	  3.6310000	  3.6310000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-12-06	"S"	 10.0390000	 10.0390000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-01-11	"B"	 22.0540000	 22.0540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-01-11	"S"	  9.0960000	  9.0960000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-02-15	"B"	 15.8060000	 15.8060000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-02-15	"S"	  3.5880000	  3.5880000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-03-14	"B"	 22.7270000	 22.7270000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-03-14	"S"	  6.7280000	  6.7280000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-04	"B"	 23.1760000	 23.1760000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-04	"S"	  8.2240000	  8.2240000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-18	"B"	 27.4120000	 27.4120000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-18	"S"	 24.2220000	 24.2220000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-10	"B"	 12.5600000	 12.5600000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-10	"S"	  8.2240000	  8.2240000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-24	"B"	 16.7460000	 16.7460000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-24	"S"	  8.0740000	  8.0740000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-13	"B"	  0.7480000	  0.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-13	"S"	 10.7650000	 10.7650000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-27	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-27	"S"	 16.1480000	 16.1480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-11	"B"	  1.7090000	  1.7090000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-11	"S"	  7.4760000	  7.4760000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-25	"B"	  2.0930000	  2.0930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-25	"S"	  9.5690000	  9.5690000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-08	"B"	  0.8720000	  0.8720000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-08	"S"	  8.5230000	  8.5230000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-23	"B"	  1.1960000	  1.1960000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-23	"S"	 15.8490000	 15.8490000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-09-12	"B"	  0.8970000	  0.8970000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-09-12	"S"	  5.8310000	  5.8310000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-10-26	"B"	  1.7940000	  1.7940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-10-26	"S"	  4.2720000	  4.2720000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-11-14	"B"	  7.7750000	  7.7750000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-11-14	"S"	 12.3890000	 12.3890000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-12-12	"B"	  4.9340000	  4.9340000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-12-12	"S"	  8.2240000	  8.2240000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-01-10	"B"	 14.3540000	 14.3540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-01-10	"S"	  5.8310000	  5.8310000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-02-07	"B"	 18.8770000	 18.8770000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-02-07	"S"	 11.5130000	 11.5130000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-03-06	"B"	 24.8200000	 24.8200000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-03-06	"S"	 12.8590000	 12.8590000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-03	"B"	 23.3250000	 23.3250000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-03	"S"	 30.1180000	 30.1180000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-18	"B"	  5.9810000	  5.9810000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-18	"S"	  2.3920000	  2.3920000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-08	"B"	  5.6820000	  5.6820000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-08	"S"	 15.5500000	 15.5500000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-22	"B"	  2.3920000	  2.3920000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-22	"S"	  9.5690000	  9.5690000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-05	"B"	  2.3920000	  2.3920000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-05	"S"	 14.0550000	 14.0550000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-19	"B"	  1.3080000	  1.3080000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-19	"S"	  9.2700000	  9.2700000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-11	"B"	  1.1960000	  1.1960000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-11	"S"	 10.1670000	 10.1670000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-25	"B"	  2.2430000	  2.2430000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-25	"S"	 23.9230000	 23.9230000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-14	"B"	  0.8970000	  0.8970000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-14	"S"	 12.8590000	 12.8590000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-28	"B"	  1.1960000	  1.1960000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-28	"S"	  6.8780000	  6.8780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-09-18	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-09-18	"S"	 13.6440000	 13.6440000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-10-16	"B"	  3.2890000	  3.2890000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-10-16	"S"	 14.0550000	 14.0550000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-11-14	"B"	  4.6720000	  4.6720000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-11-14	"S"	  6.8780000	  6.8780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-12-11	"B"	  5.9810000	  5.9810000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-12-11	"S"	 17.7930000	 17.7930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-01-11	"B"	  9.8260000	  9.8260000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-01-11	"S"	 13.3070000	 13.3070000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-02-12	"B"	 15.5500000	 15.5500000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-02-12	"S"	  6.4290000	  6.4290000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-03-12	"S"	  6.5790000	  6.5790000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-09	"B"	 14.7860000	 14.7860000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-09	"S"	  6.2800000	  6.2800000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-23	"B"	 19.8650000	 19.8650000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-23	"S"	 13.2700000	 13.2700000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-08	"B"	 17.0450000	 17.0450000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-08	"S"	 21.7630000	 21.7630000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-21	"B"	  9.6120000	  9.6120000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-21	"S"	  7.7750000	  7.7750000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-04	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-04	"S"	 10.2530000	 10.2530000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-18	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-18	"S"	 10.7650000	 10.7650000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-09	"B"	  1.6450000	  1.6450000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-09	"S"	 16.4470000	 16.4470000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-23	"B"	  1.9440000	  1.9440000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-23	"S"	 12.4100000	 12.4100000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-06	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-06	"S"	  8.2240000	  8.2240000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-20	"B"	  0.7480000	  0.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-20	"S"	 11.7480000	 11.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-09-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-09-17	"S"	  7.2620000	  7.2620000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-10-15	"B"	  1.0470000	  1.0470000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-10-15	"S"	  6.8780000	  6.8780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-11-07	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-11-07	"S"	  6.7280000	  6.7280000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-12-10	"B"	  4.9340000	  4.9340000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-12-10	"S"	  9.4200000	  9.4200000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-01-15	"B"	 20.5590000	 20.5590000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-01-15	"S"	 12.8590000	 12.8590000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-02-12	"B"	 10.1670000	 10.1670000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-02-12	"S"	  6.5410000	  6.5410000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-03-18	"B"	 22.0540000	 22.0540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-03-18	"S"	  3.5880000	  3.5880000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-04-14	"B"	  5.9810000	  5.9810000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-04-14	"S"	 12.2610000	 12.2610000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-04-28	"B"	  9.2700000	  9.2700000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-04-28	"S"	 17.3440000	 17.3440000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-05-14	"B"	  8.5440000	  8.5440000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-05-14	"S"	  9.1210000	  9.1210000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-05-27	"B"	  1.4950000	  1.4950000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-05-27	"S"	  5.6820000	  5.6820000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-06-09	"B"	  2.0930000	  2.0930000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-06-09	"S"	  8.8220000	  8.8220000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-06-23	"B"	  2.6910000	  2.6910000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-06-23	"S"	 14.3540000	 14.3540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-07-07	"B"	  1.8690000	  1.8690000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-07-07	"S"	 11.9620000	 11.9620000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-07-21	"B"	  0.7480000	  0.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-07-21	"S"	  6.8780000	  6.8780000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-08-11	"B"	  1.1960000	  1.1960000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-08-11	"S"	  8.9710000	  8.9710000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-08-25	"S"	  6.7280000	  6.7280000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-09-16	"B"	  1.2820000	  1.2820000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-09-16	"S"	 11.7480000	 11.7480000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-10-20	"B"	  2.6910000	  2.6910000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-10-20	"S"	  6.1300000	  6.1300000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-11-17	"B"	  5.7940000	  5.7940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-11-17	"S"	  8.0370000	  8.0370000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-12-16	"B"	 18.3160000	 18.3160000	" "	""	NA	""	""	""	""	""
"CB5.1"	2008-12-16	"S"	  5.6070000	  5.6070000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-01-13	"B"	 14.6850000	 14.6850000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-01-13	"S"	  8.0100000	  8.0100000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-02-10	"B"	  9.8260000	  9.8260000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-02-10	"S"	  4.6990000	  4.6990000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-03-16	"B"	 16.0200000	 16.0200000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-03-16	"S"	  6.6750000	  6.6750000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-04-13	"B"	 10.6800000	 10.6800000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-04-13	"S"	 17.5630000	 17.5630000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-04-27	"B"	  2.7770000	  2.7770000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-04-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-05-11	"B"	  2.5370000	  2.5370000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-05-11	"S"	  8.1440000	  8.1440000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-05-27	"B"	  1.1750000	  1.1750000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-05-27	"S"	 10.8940000	 10.8940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-06-15	"B"	  1.3350000	  1.3350000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-06-15	"S"	  8.9710000	  8.9710000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-07-13	"B"	  0.5340000	  0.5340000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-07-13	"S"	  7.9340000	  7.9340000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-07-27	"B"	  0.8540000	  0.8540000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-07-27	"S"	  5.8740000	  5.8740000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-08-10	"B"	  1.0680000	  1.0680000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-08-10	"S"	  5.4740000	  5.4740000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-08-24	"B"	  0.8010000	  0.8010000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-08-24	"S"	  7.0180000	  7.0180000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-09-14	"B"	  1.9220000	  1.9220000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-09-14	"S"	 16.2340000	 16.2340000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-10-20	"B"	  2.4560000	  2.4560000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-10-20	"S"	  4.1650000	  4.1650000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-11-16	"B"	  2.5940000	  2.5940000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-11-16	"S"	  5.6600000	  5.6600000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-12-07	"B"	  4.4860000	  4.4860000	" "	""	NA	""	""	""	""	""
"CB5.1"	2009-12-07	"S"	 16.0200000	 16.0200000	" "	""	NA	""	""	""	""	""
"CB5.1"	2010-01-11	"B"	 27.4120000	 27.4120000	" "	""	NA	""	""	""	""	""
"CB5.1"	2010-01-11	"S"	 14.7380000	 14.7380000	" "	""	NA	""	""	""	""	""
"CB5.1"	2010-02-09	"B"	 46.6360000	 46.6360000	" "	""	NA	""	""	""	""	""
"CB5.1"	2010-02-09	"S"	  8.1170000	  8.1170000	" "	""	NA	""	""	""	""	""
"CB5.1"	2010-03-15	"B"	  9.6120000	  9.6120000	" "	""	NA	""	""	""	""	""
"CB5.1"	2010-03-15	"S"	 10.4660000	 10.4660000	" "	""	NA	""	""	""	""	""
